0 20 15 27 13 6 29 21 3 8 7 5 28 1 22 31 24 23 10 12 26 18 16 2 14 17 25 4 9 19 30 11 
0 20 15 27 13 6 29 21 3 8 7 5 28 1 22 31 24 23 10 12 26 18 16 2 14 17 25 4 9 11 30 19 
0 16 20 15 9 4 25 17 14 2 18 26 12 10 23 24 27 13 6 29 21 3 8 7 5 28 1 22 31 19 30 11 
0 14 25 17 20 15 27 4 6 29 21 3 8 7 5 28 1 22 31 24 23 10 12 26 18 16 2 13 9 19 30 11 
0 14 25 17 20 15 16 9 4 23 10 12 26 18 2 24 27 13 6 29 21 3 8 7 5 28 1 22 31 19 30 11 
0 14 25 17 20 15 16 9 10 23 4 12 26 18 2 24 27 13 6 29 21 3 8 7 5 28 1 22 31 19 30 11 
0 14 25 17 20 15 16 9 10 23 4 12 26 18 2 24 27 13 22 31 21 3 8 7 5 28 1 6 29 19 30 11 
0 17 25 14 20 15 16 9 10 23 4 12 26 18 2 24 27 13 6 29 21 3 8 7 5 28 1 22 31 19 30 11 
0 14 25 17 20 15 2 16 9 10 23 4 12 26 18 24 27 13 6 29 21 3 8 7 5 28 1 22 31 19 30 11 
0 14 25 17 30 19 31 22 1 28 5 7 8 3 21 29 6 20 15 16 9 10 23 4 12 26 18 2 24 27 13 11 
0 14 25 17 20 15 2 16 3 21 29 6 13 27 24 18 26 12 4 23 10 9 8 7 5 28 1 22 31 19 30 11 
0 17 25 14 20 15 16 9 10 23 4 12 26 18 2 24 28 5 27 13 7 8 21 3 6 29 1 22 31 19 30 11 
0 14 25 17 20 15 2 16 9 10 23 4 12 26 18 24 28 5 27 13 7 8 21 3 6 29 1 22 31 19 30 11 
0 14 25 17 20 13 16 15 2 9 10 23 4 12 26 18 24 28 5 27 7 8 21 3 6 29 1 22 31 19 30 11 
0 14 25 17 20 15 2 16 9 10 23 12 28 26 18 24 4 5 27 13 7 8 21 3 6 29 1 22 31 19 30 11 
0 17 25 14 20 15 2 16 9 10 23 12 28 26 18 24 4 5 27 13 7 8 21 3 6 29 1 22 31 19 30 11 
0 14 25 17 20 13 16 15 2 9 10 23 4 12 26 28 18 24 5 27 7 8 21 3 6 29 1 22 31 19 30 11 
0 17 25 14 20 15 2 16 9 10 23 12 28 26 18 24 4 5 27 13 7 8 1 21 3 6 29 22 31 19 30 11 
0 30 19 31 22 29 6 3 21 1 8 7 27 5 4 24 18 26 28 12 23 10 9 16 2 15 13 20 17 25 14 11 
0 30 19 31 22 29 6 3 21 1 8 7 27 5 4 24 18 26 28 12 23 10 9 16 2 15 13 20 14 25 17 11 
0 30 19 31 22 29 6 3 21 1 8 7 27 5 4 24 18 26 28 12 23 10 9 16 2 15 13 20 14 25 17 11 
0 17 25 14 20 13 16 15 2 9 10 23 12 28 26 18 24 4 5 27 7 8 1 21 3 6 29 22 31 19 30 11 
0 30 19 31 22 29 6 3 21 1 8 7 27 5 4 24 18 26 28 12 23 10 9 2 15 16 13 20 14 11 25 17 
0 30 19 31 22 29 6 3 21 1 8 7 27 5 4 24 18 26 28 12 23 10 9 2 15 16 13 20 14 11 25 17 
0 17 30 19 31 22 29 6 3 21 1 8 7 27 5 24 4 18 26 28 12 23 10 9 2 15 16 13 20 25 14 11 
0 17 30 19 31 22 29 6 3 21 1 20 7 27 5 24 4 18 26 28 12 23 10 9 2 15 16 13 8 25 14 11 
0 17 30 19 31 22 29 6 3 21 1 20 7 27 5 24 4 18 26 28 12 23 10 9 2 15 16 13 8 25 14 11 
0 17 30 19 31 22 29 6 3 21 1 20 7 27 5 24 4 18 26 28 12 23 10 9 15 2 16 13 8 25 14 11 
0 17 30 19 31 22 29 6 3 21 1 20 2 27 5 24 4 18 26 28 12 23 10 9 7 15 16 13 8 25 14 11 
0 17 30 19 31 22 29 6 3 21 1 20 2 27 5 24 4 18 26 28 12 23 10 9 7 15 16 13 8 25 14 11 
0 17 30 19 31 22 29 6 3 21 1 20 15 7 9 10 23 12 27 5 24 4 18 26 28 2 16 13 8 25 14 11 
0 17 30 19 31 22 29 6 3 21 1 20 15 13 16 2 28 26 18 4 24 5 27 12 23 10 9 7 8 25 14 11 
