           1    -29.1617    -29.1617           0     14.5646     14.5646           0     125.621     125.621           0
           2    -29.1421    -29.1519     0.00982     14.7974      14.681    0.116366     127.188     126.405    0.783373
           3     -29.117    -29.1403   0.0129533     14.6868     14.6829   0.0672114     125.355     126.055    0.571903
           4    -29.1107    -29.1329   0.0117647     14.6794      14.682   0.0475336     127.553     126.429    0.551166
           5    -29.1613    -29.1386   0.0107392     14.7675     14.6991   0.0405899     126.016     126.346    0.434854
           6    -29.1268    -29.1366   0.0089846     14.6727     14.6947   0.0334334     126.979     126.452    0.370369
           7    -29.1176    -29.1339  0.00806359     14.5618     14.6757   0.0340422      125.27     126.283    0.355635
           8    -29.1744     -29.139  0.00862966     14.8371     14.6959   0.0357245      129.44     126.678    0.500588
           9     -29.143    -29.1394  0.00762394      14.675     14.6936   0.0315919     127.228     126.739    0.445687
          10    -29.1248    -29.1379   0.0069736     14.5915     14.6834   0.0300448      127.29     126.794    0.402433
          11     -29.189    -29.1426  0.00782955     14.6096     14.6767   0.0279928      127.29     126.839    0.366798
          12    -29.0963    -29.1387  0.00812222     14.5797     14.6686   0.0268016     125.085     126.693    0.365353
          13    -29.1253    -29.1377  0.00754254     14.7934     14.6782   0.0264571     127.168     126.729    0.338058
          14     -29.188    -29.1413  0.00785488     14.6013     14.6727   0.0251028     125.401     126.635    0.327038
          15    -29.1108    -29.1393  0.00758962     14.6052     14.6682    0.023798     125.526     126.561    0.313295
          16    -29.1015    -29.1369  0.00748163     14.6393     14.6664   0.0223341      125.92     126.521     0.29578
          17    -29.1491    -29.1376  0.00706449     14.6218     14.6638   0.0211425     125.855     126.481    0.280582
          18    -29.1591    -29.1388  0.00676644     14.5584     14.6579   0.0207752      126.52     126.484    0.264544
          19    -29.1361    -29.1387  0.00640196     14.6189     14.6559   0.0197581     126.396     126.479    0.250276
          20    -29.1277    -29.1381  0.00609802     14.7518     14.6607   0.0193487     127.335     126.522    0.241255
