           1     -48.627     -48.627           0     17.0568     17.0568           0     3887.82     3887.82           0
           2    -48.7222    -48.6746     0.04764     16.4773     16.7671    0.289744     3955.05     3921.43     33.6185
           3    -48.7471    -48.6988   0.0366179     16.0444     16.5262    0.293284     3991.68     3944.85     30.4135
           4    -48.7265    -48.7057   0.0268059      16.217     16.4489    0.221319     3970.21     3951.19      22.421
           5    -48.6758    -48.6997    0.021606     16.8712     16.5333    0.191112     3941.19     3949.19      17.482
           6    -48.6692    -48.6946   0.0183626     17.0121     16.6131     0.17526     3923.38     3944.89     14.9083
           7    -48.7204    -48.6983   0.0159482     16.6354     16.6163    0.148156     3954.83     3946.31     12.6795
           8    -48.6767    -48.6956   0.0140729     16.6975     16.6265    0.128707     3927.62     3943.97     11.2265
           9    -48.7697    -48.7038    0.014894     15.8215      16.537    0.144513      4005.7     3950.83     12.0445
          10    -48.7424    -48.7077   0.0138682     15.8907     16.4724    0.144513     3988.82     3954.63      11.423
          11    -48.8191    -48.7178    0.016123     15.5216      16.386    0.156709      4074.5     3965.53     15.0172
          12    -48.6537    -48.7125    0.015659     17.2386      16.457    0.159731     3913.55      3961.2     14.3768
          13    -48.8452    -48.7227    0.017655     15.3134      16.369    0.171252     4068.89     3969.48     15.6052
          14    -48.8492    -48.7317   0.0186754      15.412     16.3007    0.172657     4091.24     3978.18     16.8634
          15    -48.7364     -48.732   0.0173886     16.4587     16.3112     0.16108     3985.58     3978.67     15.7067
          16    -48.6596    -48.7275   0.0168832     16.4931     16.3226    0.151104      3895.3     3973.46     15.5889
          17    -48.7787    -48.7305   0.0161425     15.8553     16.2951    0.144575      4023.8     3976.42     14.9396
          18    -48.7156    -48.7297   0.0152418     16.5255     16.3079    0.136906     3966.69     3975.88     14.0956
          19    -48.6929    -48.7278   0.0145467     16.4948     16.3177    0.129873     3939.95     3973.99     13.4666
          20    -48.7151    -48.7271   0.0138147     16.3096     16.3173    0.123209     3946.01     3972.59     12.8519
