           1    -24.1412    -24.1412           0     10.6613     10.6613           0      75.478      75.478           0
           2    -24.1112    -24.1262     0.01502     10.6306     10.6459   0.0153486     75.2371     75.3575    0.120421
           3    -24.1373    -24.1299  0.00942293     10.6746     10.6555   0.0130364      76.129     75.6147    0.266384
           4    -24.1414    -24.1328  0.00725221      10.608     10.6436   0.0150323     74.9737     75.4544    0.247306
           5     -24.137    -24.1336  0.00568208     10.6277     10.6404   0.0120738       74.65     75.2936    0.250157
           6    -24.0826    -24.1251  0.00968136     10.6082     10.6351   0.0112278     74.7486     75.2027    0.223538
           7    -24.1445    -24.1279  0.00863855     10.6432     10.6362  0.00956038      74.507     75.1033    0.213472
           8    -24.1242    -24.1274  0.00749547     10.6184      10.634  0.00857418     75.0907     75.1018    0.184879
           9    -24.1693    -24.1321  0.00808429     10.5443      10.624   0.0125061     76.3392     75.2393    0.213285
          10    -24.0999    -24.1289  0.00791573     10.6063     10.6223   0.0113262     75.0552     75.2209    0.191653
          11    -24.1634     -24.132  0.00781947     10.5639      10.617   0.0115351     75.7959     75.2731    0.181069
          12      -24.13    -24.1318  0.00714006     10.6533       10.62   0.0109562     75.3368     75.2784    0.165378
          13    -24.1304    -24.1317  0.00656889     10.6625     10.6232   0.0105947     75.5702     75.3009    0.153772
          14    -24.1479    -24.1329  0.00619002     10.6764      10.627   0.0105168     74.9209     75.2737    0.144929
          15     -24.145    -24.1337  0.00581892     10.6276     10.6271  0.00979067     75.6063     75.2959    0.136732
          16     -24.138     -24.134  0.00544987     10.5234     10.6206   0.0112178     75.9986     75.3398     0.13523
          17    -24.1399    -24.1343  0.00513107      10.622     10.6207   0.0105376     75.9299     75.3745    0.131683
          18    -24.1388    -24.1346  0.00484393     10.6303     10.6212  0.00994927     75.3191     75.3715     0.12419
          19    -24.1377    -24.1347  0.00458491     10.6349     10.6219  0.00943849     76.7245     75.4427    0.137371
          20    -24.1207     -24.134  0.00440565     10.6529     10.6235  0.00908731     75.8168     75.4614    0.131658
