           1    -38.1266    -38.1266           0     21.0192     21.0192           0      376.75      376.75           0
           2    -38.0657    -38.0962     0.03046     20.8998     20.9595   0.0596607     370.655     373.702     3.04752
           3     -38.124    -38.1054   0.0198751     21.0542     20.9911    0.046729     373.883     373.762     1.76051
           4    -38.1036     -38.105    0.014061     21.1862     21.0399   0.0589217     373.831     373.779     1.24499
           5    -38.1069    -38.1054   0.0108984     21.0006      21.032   0.0463123     364.126     371.849     2.15808
           6     -38.087    -38.1023  0.00941084     21.0889     21.0415   0.0389851     377.878     372.854     2.02841
           7    -38.0791     -38.099  0.00861615     20.8936     21.0204   0.0391417     374.009     373.019     1.72224
           8    -38.0788    -38.0965  0.00787745     20.9525     21.0119   0.0349426      362.89     371.753     1.95643
           9    -38.0809    -38.0947  0.00716009     21.0127      21.012   0.0308166     368.516     371.393     1.76249
          10    -38.0907    -38.0943  0.00641705      21.102      21.021   0.0289969     365.824     370.836     1.67189
          11    -38.0631    -38.0915  0.00646261     21.1706     21.0346   0.0295454       372.8     371.015     1.52278
          12    -38.0758    -38.0902  0.00604205     20.8314     21.0176   0.0318463     368.094     370.771     1.41125
          13    -38.0456    -38.0868  0.00653107     21.3771     21.0453   0.0402843      365.07     370.333     1.37024
          14    -38.0738    -38.0858  0.00611748     21.2467     21.0597    0.039975     372.841     370.512     1.28119
          15    -38.1258    -38.0885  0.00628871     21.1502     21.0657   0.0377013     375.291      370.83     1.23455
          16    -38.0483     -38.086  0.00639612     20.9666     21.0595    0.035806     369.465     370.745     1.15796
          17    -38.1185    -38.0879   0.0063048     21.0384     21.0583   0.0336567     372.319     370.838     1.09164
          18     -38.116    -38.0895  0.00614638     20.8715     21.0479   0.0333856     370.454     370.816     1.02943
          19    -38.0424     -38.087  0.00632038     21.2697     21.0596   0.0336685     365.158     370.518     1.01827
          20    -38.0956    -38.0874  0.00601135     21.1046     21.0618   0.0320201      369.81     370.483    0.966665
