           1    -44.5742    -44.5742           0     21.5866     21.5866           0     1184.09     1184.09           0
           2    -44.6748    -44.6245     0.05026     21.7588     21.6727   0.0860924     1260.34     1222.21     38.1257
           3    -44.5506    -44.5999   0.0380634     21.1746     21.5067    0.173317     1198.12     1214.18     23.4312
           4    -44.6417    -44.6103   0.0288772     22.0507     21.6427    0.183072     1259.69     1225.56      20.099
           5    -44.6221    -44.6127   0.0224921     21.6931     21.6528    0.142165     1248.69     1230.19     16.2415
           6    -44.6614    -44.6208   0.0200766     21.3336     21.5996    0.127682     1257.65     1234.76     14.0289
           7    -44.6144    -44.6199   0.0169921     21.6635     21.6087    0.108297     1255.43     1237.72     12.2184
           8    -44.6022    -44.6177   0.0148816     21.7234      21.623   0.0948763      1222.7     1235.84     10.7466
           9     -44.651    -44.6214   0.0136379     21.5964     21.6201   0.0837254     1248.14     1237.21     9.57561
          10    -44.5874     -44.618   0.0126637     21.4621     21.6043   0.0765336     1237.56     1237.24     8.56476
          11    -44.6052    -44.6168   0.0115138     21.6735     21.6106   0.0695127        1222     1235.86     7.87011
          12    -44.5877    -44.6144   0.0107867      21.202     21.5765   0.0720131     1217.37     1234.32     7.34768
          13     -44.639    -44.6163   0.0101013     21.6967     21.5858   0.0668837     1253.25     1235.77     6.91399
          14    -44.5832    -44.6139  0.00964589     21.4375     21.5752   0.0628219     1207.52     1233.75     6.71168
          15    -44.6816    -44.6184   0.0100509     21.8025     21.5903    0.060415     1279.88     1236.83     6.96399
          16    -44.5865    -44.6164  0.00961098     21.6979     21.5971    0.056912     1233.16      1236.6     6.51824
          17    -44.7334    -44.6233   0.0113521     21.3903     21.5849   0.0548249     1268.03     1238.45      6.3958
          18    -44.5464     -44.619   0.0115253     21.4316     21.5764   0.0523862     1192.59      1235.9      6.5461
          19    -44.5707    -44.6165   0.0111951     21.6335     21.5794   0.0496434     1220.56     1235.09     6.24438
          20     -44.669    -44.6191   0.0109397     21.5259     21.5767   0.0471717     1247.04     1235.69       5.954
