5.06447 0
4.96824 0.0962322
5.03604 0.0876585
5.04474 0.0625908
5.04583 0.0484949
5.04271 0.0397188
5.02924 0.0361688
5.02504 0.0316037
5.05809 0.0432381
5.04942 0.0396338
5.0603 0.0374658
5.06669 0.0347924
5.05259 0.0349709
5.0517 0.0323892
5.03243 0.0357838
5.02766 0.0338105
5.01166 0.0355639
5.00365 0.0344718
5.01289 0.0338898
4.9978 0.0355134
4.99257 0.0341827
5.00104 0.0336737
4.99903 0.0322391
5.00392 0.0312525
5.0154 0.0320969
5.01629 0.0308507
5.01038 0.0302698
5.0093 0.0291887
5.0094 0.0281644
5.00515 0.0275393
5.00204 0.0268166
4.99972 0.0260689
4.99634 0.025492
4.9971 0.0247425
4.98932 0.0252535
4.99257 0.0247562
4.99282 0.0240792
4.99445 0.0234937
4.99494 0.0228886
4.99487 0.0223092
4.99117 0.0220702
4.99267 0.0215905
4.99347 0.0210975
4.99622 0.020795
4.99341 0.0205206
4.99498 0.0201308
4.99118 0.0200621
4.99032 0.0196586
4.99004 0.0192552
4.99248 0.0190221
4.99565 0.0189133
4.99224 0.0188561
4.98741 0.0191174
4.98737 0.0187601
4.99002 0.0186055
4.9886 0.0183254
4.98858 0.0180011
4.98586 0.0178954
4.98658 0.0176043
4.99148 0.017987
4.98999 0.017752
4.99131 0.0175131
4.99192 0.0172436
4.99375 0.0170708
4.9945 0.0168228
4.99754 0.0168429
4.99506 0.0167754
4.99506 0.0165268
4.99297 0.0164193
4.99367 0.0161983
4.99463 0.0159969
4.99602 0.0158344
4.99494 0.0156529
4.99702 0.0155793
4.99983 0.0156251
4.99898 0.0154414
4.99983 0.0152629
4.99833 0.0151401
4.99879 0.0149541
5.00161 0.0150329
5.00175 0.0148468
5.00091 0.0146887
5.0023 0.0145772
5.00633 0.0149572
5.0061 0.014782
5.00476 0.0146707
5.00377 0.0145344
5.00215 0.0144598
4.9989 0.01466
4.99689 0.0146353
4.99822 0.0145345
4.99732 0.0144042
4.99529 0.0143924
4.99472 0.0142498
4.99381 0.0141281
4.99285 0.0140133
4.99181 0.013907
4.99132 0.013773
4.9895 0.0137547
4.98705 0.0138343
