1.24668 ciao 0.210438 ciao -0.0247283 ciao 1.26456
1.01055 ciao -1.29128 ciao 0.285391 ciao 1.66435
0.46521 ciao -2.06716 ciao 0.123499 ciao 2.12246
0.46521 ciao -2.06716 ciao 0.123499 ciao 2.12246
0.51725 ciao -3.03997 ciao -1.08829 ciao 3.27006
0.51725 ciao -3.03997 ciao -1.08829 ciao 3.27006
0.844407 ciao -1.81154 ciao -1.3041 ciao 2.3865
0.844407 ciao -1.81154 ciao -1.3041 ciao 2.3865
0.844407 ciao -1.81154 ciao -1.3041 ciao 2.3865
0.844407 ciao -1.81154 ciao -1.3041 ciao 2.3865
1.98981 ciao -1.12062 ciao -1.77398 ciao 2.89174
1.98981 ciao -1.12062 ciao -1.77398 ciao 2.89174
1.98981 ciao -1.12062 ciao -1.77398 ciao 2.89174
1.98981 ciao -1.12062 ciao -1.77398 ciao 2.89174
2.8886 ciao -0.373739 ciao 0.421624 ciao 2.94303
3.05364 ciao -0.301429 ciao 0.279546 ciao 3.08119
3.05364 ciao -0.301429 ciao 0.279546 ciao 3.08119
1.74163 ciao 1.33658 ciao 0.595813 ciao 2.2748
1.74163 ciao 1.33658 ciao 0.595813 ciao 2.2748
1.46841 ciao -0.386381 ciao 2.62624 ciao 3.03358
1.41907 ciao -1.34298 ciao 1.49376 ciao 2.4594
1.41907 ciao -1.34298 ciao 1.49376 ciao 2.4594
1.5833 ciao 1.16318 ciao 1.30068 ciao 2.35618
1.62274 ciao 0.0711313 ciao -0.0215894 ciao 1.62444
1.62274 ciao 0.0711313 ciao -0.0215894 ciao 1.62444
1.62274 ciao 0.0711313 ciao -0.0215894 ciao 1.62444
1.62274 ciao 0.0711313 ciao -0.0215894 ciao 1.62444
1.62274 ciao 0.0711313 ciao -0.0215894 ciao 1.62444
1.62274 ciao 0.0711313 ciao -0.0215894 ciao 1.62444
1.86867 ciao -0.0461529 ciao 0.0482113 ciao 1.86986
2.11152 ciao -1.22299 ciao -0.917539 ciao 2.60694
2.11152 ciao -1.22299 ciao -0.917539 ciao 2.60694
2.40429 ciao -1.38331 ciao -1.19217 ciao 3.01918
3.02227 ciao -1.58413 ciao -1.18187 ciao 3.61115
3.02227 ciao -1.58413 ciao -1.18187 ciao 3.61115
3.02227 ciao -1.58413 ciao -1.18187 ciao 3.61115
2.15036 ciao -1.8546 ciao -2.0926 ciao 3.52741
1.03712 ciao -2.17821 ciao -1.5032 ciao 2.8425
-0.0862585 ciao -2.73978 ciao -1.75694 ciao 3.25587
0.391305 ciao -2.60604 ciao -2.47649 ciao 3.61629
0.391305 ciao -2.60604 ciao -2.47649 ciao 3.61629
0.391305 ciao -2.60604 ciao -2.47649 ciao 3.61629
-1.31896 ciao -2.68089 ciao -2.60381 ciao 3.96316
-0.032054 ciao -1.19501 ciao -2.52785 ciao 2.79627
-0.808926 ciao -0.879096 ciao -3.27437 ciao 3.4855
0.361778 ciao -1.61749 ciao -2.60861 ciao 3.09063
0.998517 ciao -0.643779 ciao -3.63625 ciao 3.82541
1.25484 ciao 0.884502 ciao -3.1045 ciao 3.46337
1.24683 ciao -0.928586 ciao -3.18584 ciao 3.54492
1.24683 ciao -0.928586 ciao -3.18584 ciao 3.54492
1.95536 ciao -0.19139 ciao -2.82028 ciao 3.43715
2.57181 ciao -0.461274 ciao -1.54073 ciao 3.03329
1.64336 ciao -0.784853 ciao -0.901957 ciao 2.03228
1.64336 ciao -0.784853 ciao -0.901957 ciao 2.03228
1.64336 ciao -0.784853 ciao -0.901957 ciao 2.03228
0.015549 ciao -0.870461 ciao -1.93739 ciao 2.12401
0.015549 ciao -0.870461 ciao -1.93739 ciao 2.12401
0.191846 ciao 0.589276 ciao -1.70894 ciao 1.81784
0.191846 ciao 0.589276 ciao -1.70894 ciao 1.81784
-0.313399 ciao -0.289144 ciao -1.3199 ciao 1.38707
-0.313399 ciao -0.289144 ciao -1.3199 ciao 1.38707
-0.00238448 ciao -0.0226378 ciao -2.37553 ciao 2.37564
-0.30178 ciao 0.27753 ciao -2.33537 ciao 2.37109
-0.697474 ciao -1.0953 ciao -1.64202 ciao 2.09341
-1.86396 ciao -0.773983 ciao -0.872821 ciao 2.19891
-1.86396 ciao -0.773983 ciao -0.872821 ciao 2.19891
-2.84492 ciao -0.319889 ciao -1.09609 ciao 3.06551
-2.02534 ciao -2.54834 ciao -1.88987 ciao 3.764
-2.02534 ciao -2.54834 ciao -1.88987 ciao 3.764
-2.02534 ciao -2.54834 ciao -1.88987 ciao 3.764
-2.02534 ciao -2.54834 ciao -1.88987 ciao 3.764
-1.8322 ciao -2.81413 ciao -1.66418 ciao 3.74777
-1.8322 ciao -2.81413 ciao -1.66418 ciao 3.74777
-1.15999 ciao -2.02155 ciao -1.38722 ciao 2.71231
-1.15999 ciao -2.02155 ciao -1.38722 ciao 2.71231
-1.15999 ciao -2.02155 ciao -1.38722 ciao 2.71231
-0.641503 ciao -2.50511 ciao 0.152612 ciao 2.59044
-0.220926 ciao -2.37 ciao 0.776328 ciao 2.50367
-0.424789 ciao -1.74609 ciao 2.03852 ciao 2.71751
0.902941 ciao -1.4415 ciao 2.15896 ciao 2.74852
0.902941 ciao -1.4415 ciao 2.15896 ciao 2.74852
-0.142542 ciao -1.02331 ciao 2.01194 ciao 2.26172
-0.142542 ciao -1.02331 ciao 2.01194 ciao 2.26172
-0.760111 ciao -1.48279 ciao 2.15836 ciao 2.72671
-2.05115 ciao -1.68329 ciao 0.966655 ciao 2.82402
-2.05115 ciao -1.68329 ciao 0.966655 ciao 2.82402
-2.39211 ciao -2.2733 ciao 0.753295 ciao 3.3849
-2.39211 ciao -2.2733 ciao 0.753295 ciao 3.3849
-2.39211 ciao -2.2733 ciao 0.753295 ciao 3.3849
-2.39211 ciao -2.2733 ciao 0.753295 ciao 3.3849
-3.29909 ciao -0.702183 ciao -0.134153 ciao 3.37565
-2.3008 ciao -0.214084 ciao 0.26511 ciao 2.3259
-2.3008 ciao -0.214084 ciao 0.26511 ciao 2.3259
-2.3008 ciao -0.214084 ciao 0.26511 ciao 2.3259
-0.403333 ciao 0.395201 ciao -0.114888 ciao 0.576247
-0.403333 ciao 0.395201 ciao -0.114888 ciao 0.576247
-0.403333 ciao 0.395201 ciao -0.114888 ciao 0.576247
0.393211 ciao 0.530937 ciao 0.192061 ciao 0.688039
0.393211 ciao 0.530937 ciao 0.192061 ciao 0.688039
0.393211 ciao 0.530937 ciao 0.192061 ciao 0.688039
0.393211 ciao 0.530937 ciao 0.192061 ciao 0.688039
-0.00839655 ciao 0.773515 ciao 0.9216 ciao 1.20322
-0.00839655 ciao 0.773515 ciao 0.9216 ciao 1.20322
0.369827 ciao 0.0931381 ciao 1.05446 ciao 1.12131
0.369827 ciao 0.0931381 ciao 1.05446 ciao 1.12131
0.369827 ciao 0.0931381 ciao 1.05446 ciao 1.12131
0.403235 ciao -0.195809 ciao -0.34822 ciao 0.567624
1.04277 ciao -0.536778 ciao -0.513311 ciao 1.28023
1.04277 ciao -0.536778 ciao -0.513311 ciao 1.28023
1.04277 ciao -0.536778 ciao -0.513311 ciao 1.28023
1.04277 ciao -0.536778 ciao -0.513311 ciao 1.28023
1.04277 ciao -0.536778 ciao -0.513311 ciao 1.28023
1.04277 ciao -0.536778 ciao -0.513311 ciao 1.28023
1.04277 ciao -0.536778 ciao -0.513311 ciao 1.28023
1.04277 ciao -0.536778 ciao -0.513311 ciao 1.28023
1.04277 ciao -0.536778 ciao -0.513311 ciao 1.28023
1.04277 ciao -0.536778 ciao -0.513311 ciao 1.28023
0.764339 ciao -1.05156 ciao -1.28572 ciao 1.8284
0.764339 ciao -1.05156 ciao -1.28572 ciao 1.8284
1.03326 ciao 0.271241 ciao -0.885232 ciao 1.38738
1.03326 ciao 0.271241 ciao -0.885232 ciao 1.38738
1.03326 ciao 0.271241 ciao -0.885232 ciao 1.38738
1.03326 ciao 0.271241 ciao -0.885232 ciao 1.38738
0.0334955 ciao -1.01108 ciao -1.63744 ciao 1.92474
0.0334955 ciao -1.01108 ciao -1.63744 ciao 1.92474
-0.403354 ciao -0.496437 ciao -0.890131 ciao 1.09612
-0.403354 ciao -0.496437 ciao -0.890131 ciao 1.09612
-0.403354 ciao -0.496437 ciao -0.890131 ciao 1.09612
-0.403354 ciao -0.496437 ciao -0.890131 ciao 1.09612
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
-0.261985 ciao 0.0687623 ciao -0.336825 ciao 0.432221
0.405843 ciao 0.893437 ciao 0.029312 ciao 0.981732
0.766813 ciao 0.385667 ciao 0.142687 ciao 0.870115
0.766813 ciao 0.385667 ciao 0.142687 ciao 0.870115
0.766813 ciao 0.385667 ciao 0.142687 ciao 0.870115
0.766813 ciao 0.385667 ciao 0.142687 ciao 0.870115
0.766813 ciao 0.385667 ciao 0.142687 ciao 0.870115
0.766813 ciao 0.385667 ciao 0.142687 ciao 0.870115
0.766813 ciao 0.385667 ciao 0.142687 ciao 0.870115
1.15785 ciao 0.702546 ciao 0.134237 ciao 1.36096
1.48241 ciao 0.964461 ciao -1.15899 ciao 2.11447
0.425051 ciao -0.120242 ciao -0.793047 ciao 0.907772
0.425051 ciao -0.120242 ciao -0.793047 ciao 0.907772
0.425051 ciao -0.120242 ciao -0.793047 ciao 0.907772
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
0.0490441 ciao 0.0344245 ciao 0.00750733 ciao 0.0603882
-0.561653 ciao 0.0223934 ciao -0.349925 ciao 0.662121
-0.561653 ciao 0.0223934 ciao -0.349925 ciao 0.662121
-0.561653 ciao 0.0223934 ciao -0.349925 ciao 0.662121
-0.561653 ciao 0.0223934 ciao -0.349925 ciao 0.662121
-0.561653 ciao 0.0223934 ciao -0.349925 ciao 0.662121
-0.561653 ciao 0.0223934 ciao -0.349925 ciao 0.662121
-1.75446 ciao 0.905335 ciao -1.54812 ciao 2.50887
-0.771357 ciao -0.104207 ciao 0.192738 ciao 0.801872
-0.771357 ciao -0.104207 ciao 0.192738 ciao 0.801872
-0.771357 ciao -0.104207 ciao 0.192738 ciao 0.801872
