1.38368 0
1.57977 0.196087
1.53111 0.123225
1.52277 0.0875322
1.53982 0.0699149
1.51994 0.0604485
1.52371 0.0512268
1.54353 0.0485896
1.52006 0.0488581
1.5246 0.0439353
1.51123 0.0419275
1.49557 0.0413539
1.49526 0.0380413
1.50085 0.0356592
1.50276 0.0332521
1.49019 0.0335474
1.4911 0.0315252
1.48881 0.0298101
1.4766 0.0307284
1.49586 0.0349416
1.49755 0.0332788
1.50412 0.0324035
1.50174 0.0310536
1.4994 0.0298241
1.50036 0.0286225
1.50149 0.027523
1.50225 0.0264948
1.50602 0.0258075
1.50724 0.0249317
1.50832 0.0241107
1.50694 0.0233607
1.5074 0.0226235
1.50683 0.0219347
1.50862 0.021355
1.50836 0.0207375
1.50551 0.0203533
1.50422 0.0198381
1.50524 0.019336
1.50061 0.019394
1.4997 0.0189249
1.50259 0.0186833
1.49856 0.0186744
1.49807 0.0182415
1.50205 0.0182607
1.50258 0.0178584
1.50254 0.0174659
1.5046 0.0172142
1.50743 0.0170879
1.50649 0.0167616
1.50643 0.0164231
1.50686 0.0161035
1.50371 0.0161023
1.5061 0.0159748
1.50741 0.0157311
1.50548 0.0155625
1.50133 0.0158361
1.49862 0.0157904
1.50054 0.0156344
1.50105 0.0153756
1.49911 0.0152406
1.50058 0.01506
1.50178 0.0148637
1.49958 0.0147895
1.49782 0.0146634
1.49783 0.0144361
1.49554 0.0143988
1.49592 0.0141872
1.49725 0.0140407
1.49401 0.0142108
1.49589 0.0141324
1.49419 0.0140352
1.49694 0.0141087
1.49757 0.0139282
1.49526 0.0139316
1.49539 0.0137452
1.49394 0.0136407
1.49286 0.0135052
1.49056 0.0135289
1.48835 0.0135375
1.48733 0.0134059
1.48535 0.0133862
1.48506 0.0132253
1.48605 0.0131024
1.48479 0.0130064
1.4842 0.0128662
1.4857 0.0128041
1.48751 0.0127847
1.48874 0.012699
1.48776 0.0125938
1.48809 0.0124574
1.48958 0.012409
1.48996 0.0122795
1.49289 0.0124948
1.49318 0.0123644
1.49372 0.0122456
1.49308 0.0121342
1.49156 0.0121048
1.49118 0.0119866
1.48902 0.0120596
1.48737 0.0120521
