1.54758 0 4.95032 0
1.49253 0.0550492 4.95922 0.00889586
1.51684 0.0400121 5.00334 0.0444195
1.50798 0.0296488 5.00592 0.031515
1.51227 0.0233636 5.02255 0.0295359
1.50595 0.0200951 5.01157 0.0264962
1.49831 0.0186222 4.98024 0.0385134
1.49219 0.017252 4.98529 0.0337343
1.49118 0.0152482 4.9808 0.0300871
1.49208 0.0136683 4.97078 0.0287172
1.4916 0.0123728 4.98105 0.0279323
1.4931 0.011393 4.98687 0.0261539
1.49272 0.0104867 4.99179 0.024557
1.49117 0.00983229 4.98942 0.0228593
1.49288 0.00931209 4.99732 0.0227021
1.49403 0.0087865 4.99602 0.0212757
1.49452 0.00826761 5.0025 0.0210072
1.49331 0.00788718 5.00611 0.0201335
1.49169 0.00763572 5.0086 0.0192058
1.49356 0.00748335 5.01538 0.0194425
1.49232 0.00722513 5.0175 0.0186138
1.4909 0.00703506 5.01153 0.0187222
1.4893 0.00690896 5.00757 0.0183229
1.49015 0.00666932 5.00992 0.0176985
1.49101 0.00645414 5.01042 0.0169833
1.49244 0.00636309 5.01084 0.0163224
1.49388 0.00628969 5.01412 0.0160456
1.4947 0.00611647 5.01428 0.0154627
1.49386 0.00596169 5.01262 0.0150123
1.49552 0.00599617 5.01358 0.0145349
1.49432 0.00592299 5.01557 0.014198
1.49654 0.00614968 5.01766 0.0139048
1.49586 0.00599907 5.01905 0.0135489
1.49501 0.00588238 5.01771 0.0132127
1.494 0.00579948 5.01378 0.0134185
1.49569 0.00588276 5.01786 0.013664
1.49522 0.00574106 5.01578 0.0134503
1.49493 0.00559533 5.01405 0.0132063
1.49578 0.00551604 5.0133 0.0128849
1.49472 0.00547921 5.01109 0.0127523
1.49454 0.00534685 5.01101 0.0124376
1.49532 0.0052755 5.01404 0.0125096
1.49553 0.0051556 5.01436 0.0122194
1.49496 0.00506961 5.01502 0.0119565
1.49651 0.00519381 5.01543 0.0116952
1.49658 0.00508009 5.0177 0.0116615
1.49573 0.00504279 5.01689 0.0114395
1.49512 0.00497387 5.01578 0.0112538
1.49573 0.00490895 5.01815 0.0112736
1.49549 0.00481592 5.01604 0.011245
1.49611 0.00476172 5.01727 0.0110906
1.49622 0.00467061 5.01338 0.01155
1.49538 0.0046586 5.01265 0.0113534
1.49569 0.00458179 5.01222 0.0111494
1.49533 0.00451161 5.00962 0.0112498
1.49524 0.00443134 5.00992 0.0110512
1.49706 0.00472041 5.00902 0.0108931
1.49626 0.00470746 5.00954 0.0107163
1.49543 0.00470105 5.00546 0.0112961
1.49439 0.00473766 5.00458 0.0111409
1.49476 0.00467459 5.0055 0.0109947
1.49615 0.00480342 5.00611 0.0108337
1.49513 0.00483519 5.00319 0.0110529
1.49659 0.00497551 5.00753 0.0117124
1.49639 0.00490222 5.00561 0.0116901
1.4963 0.00482823 5.0053 0.0115159
1.4969 0.00479299 5.00708 0.0114829
1.49654 0.00473538 5.00795 0.011346
1.49713 0.00470278 5.00704 0.0112172
1.49744 0.00464577 5.00684 0.0110577
1.49736 0.00458051 5.00867 0.0110536
1.49793 0.00455165 5.00998 0.0109768
1.49818 0.00449607 5.00833 0.0109499
1.49886 0.00448677 5.01002 0.0109324
1.4983 0.00446235 5.01117 0.0108473
1.49793 0.00441865 5.01081 0.0107097
1.49702 0.0044551 5.0086 0.0107993
1.49795 0.00449552 5.01035 0.0108032
1.49836 0.004457 5.01122 0.0107005
1.49852 0.00440386 5.01023 0.0106114
1.49914 0.00439352 5.01188 0.0106078
1.49956 0.0043599 5.01108 0.0105084
1.50002 0.0043309 5.01074 0.0103864
1.49952 0.00430821 5.00931 0.010361
1.49958 0.00425762 5.00835 0.0102834
1.49993 0.00422248 5.00854 0.0101649
1.49979 0.00417592 5.00831 0.0100499
1.50013 0.00414179 5.00876 0.00994523
1.50026 0.00409711 5.00877 0.00983285
1.50072 0.00407768 5.00925 0.00973479
1.5008 0.00403335 5.01242 0.0101376
1.50147 0.00404547 5.01358 0.010093
1.50117 0.00401303 5.01414 0.01
1.50068 0.00400054 5.0129 0.00997158
1.50072 0.00395851 5.01162 0.00994784
1.49988 0.00400803 5.01006 0.00996705
1.50014 0.00397541 5.00999 0.00986403
1.50001 0.00393687 5.00905 0.00980755
1.49985 0.00390024 5.00898 0.00970826
1.49996 0.00386276 5.00847 0.00962427
