0 3 9 20 10 19 2 6 25 12 8 26 14 23 22 4 5 31 27 11 15 24 29 16 28 1 7 13 18 17 30 21 
0 3 30 17 18 13 7 1 28 16 29 24 15 11 27 31 5 4 22 23 14 26 8 12 25 6 2 19 10 20 9 21 
0 3 30 17 18 13 7 1 28 16 29 9 20 10 19 2 6 25 12 8 26 14 23 22 4 24 15 27 31 5 21 11 
0 10 2 6 25 12 8 19 26 3 30 17 18 13 7 1 28 16 29 9 20 14 23 22 4 24 15 27 31 5 21 11 
0 3 9 20 10 2 6 25 12 8 19 26 30 17 18 13 7 1 28 16 29 14 23 22 4 24 15 27 31 5 21 11 
0 11 21 5 31 27 15 24 4 22 23 14 20 9 29 16 28 10 2 6 25 12 8 19 26 3 30 17 18 13 7 1 
0 11 21 2 6 25 12 8 19 26 30 17 20 9 29 16 28 10 3 5 31 27 15 24 4 22 23 14 18 13 7 1 
0 11 21 2 6 25 12 8 19 26 30 17 20 9 29 16 28 10 3 5 31 27 15 24 4 22 23 7 18 13 14 1 
0 11 21 2 6 25 12 8 19 26 30 17 5 31 27 15 24 4 22 23 14 20 9 29 3 10 16 28 1 7 13 18 
0 29 16 28 10 3 5 31 27 26 30 17 20 9 11 21 2 6 25 12 8 19 15 24 4 22 23 7 18 13 14 1 
0 11 21 2 6 25 12 8 19 26 30 17 5 31 27 15 24 4 10 3 28 29 16 22 23 14 20 9 7 13 18 1 
0 7 11 21 2 6 25 12 8 19 26 30 17 5 31 27 15 24 4 10 3 28 29 16 22 23 14 20 9 13 18 1 
0 7 18 13 9 20 14 23 22 16 29 28 3 10 4 24 15 27 31 5 17 30 26 19 8 12 25 6 2 21 11 1 
0 7 18 13 9 20 14 23 22 16 29 28 3 10 4 24 15 27 31 5 17 30 26 19 8 12 25 6 2 21 11 1 
0 7 18 13 9 11 21 2 6 25 12 8 19 26 30 17 5 31 27 15 24 4 10 3 28 29 16 22 23 14 20 1 
0 7 18 13 9 20 11 21 2 6 25 12 8 19 26 30 27 31 5 17 15 24 4 10 3 28 29 16 22 23 14 1 
0 7 18 13 9 20 11 21 2 6 25 12 8 19 26 30 17 5 31 15 27 24 4 10 3 28 29 16 22 23 14 1 
0 7 18 13 9 20 11 21 2 6 25 12 8 19 26 30 17 5 31 15 27 24 4 10 3 28 29 16 22 23 14 1 
0 7 20 9 13 18 11 21 2 6 25 12 8 19 26 30 17 5 31 15 27 24 4 10 3 28 29 16 22 23 14 1 
0 7 20 9 13 18 11 21 2 6 25 12 8 19 26 30 17 5 31 15 27 24 4 10 3 28 29 16 22 23 14 1 
0 7 18 13 20 9 11 21 2 6 25 12 8 19 26 30 17 5 31 15 27 24 4 10 3 29 28 16 22 23 14 1 
0 7 20 18 13 9 11 21 2 6 25 12 8 19 26 30 17 5 31 15 27 24 4 10 3 28 29 16 22 23 14 1 
0 7 20 18 13 9 11 21 2 6 25 12 8 19 26 30 17 5 31 15 27 24 4 10 3 28 29 16 22 23 1 14 
0 7 20 18 13 9 11 21 2 6 25 12 8 19 26 30 17 5 31 15 27 24 4 10 3 28 29 16 22 23 1 14 
0 7 20 18 13 9 11 21 2 6 25 12 8 19 26 30 17 5 31 15 27 24 4 10 3 29 28 16 22 23 1 14 
0 7 20 18 13 9 11 21 2 12 25 6 8 19 26 30 17 5 31 15 27 24 4 10 3 28 29 16 22 23 1 14 
0 7 20 18 13 9 11 21 2 12 25 6 8 19 26 30 17 5 31 15 27 24 4 10 3 28 29 16 22 23 1 14 
0 7 20 18 13 9 11 21 2 6 25 12 8 19 15 31 5 17 30 26 27 24 4 10 3 28 29 16 22 23 14 1 
0 7 20 18 13 9 11 21 2 6 25 12 8 19 15 31 5 17 30 26 27 24 4 10 3 28 29 16 22 23 1 14 
0 7 20 18 13 9 11 21 2 12 25 6 8 19 15 31 5 17 30 26 27 24 4 10 3 28 29 16 22 23 1 14 
0 7 20 18 13 9 11 21 2 12 25 6 8 19 15 31 5 17 30 26 27 24 4 10 3 28 16 29 22 23 1 14 
0 7 20 18 13 9 11 21 2 12 25 6 8 19 15 31 5 17 30 26 27 24 4 10 3 28 16 29 22 23 1 14 
0 7 20 18 13 9 11 21 2 12 25 6 8 15 19 31 5 17 30 26 27 24 4 10 3 28 16 29 22 23 1 14 
0 7 20 18 13 9 11 21 25 12 2 6 8 19 15 31 5 17 30 26 27 24 4 10 3 28 16 29 22 23 1 14 
