                 0.8               0.615           -0.444047
               0.801               0.615           -0.444187
               0.802               0.615           -0.444185
               0.803               0.615           -0.443993
               0.804               0.615           -0.444077
               0.805               0.615           -0.443932
               0.806               0.615           -0.443903
               0.807               0.615           -0.444268
               0.808               0.615           -0.443759
               0.809               0.615           -0.443819
                 0.8              0.6155           -0.444098
               0.801              0.6155           -0.444209
               0.802              0.6155           -0.443847
               0.803              0.6155           -0.444109
               0.804              0.6155           -0.444101
               0.805              0.6155           -0.443739
               0.806              0.6155           -0.444022
               0.807              0.6155           -0.443949
               0.808              0.6155            -0.44404
               0.809              0.6155           -0.443895
                 0.8               0.616           -0.444164
               0.801               0.616           -0.443864
               0.802               0.616           -0.444033
               0.803               0.616           -0.444152
               0.804               0.616           -0.443943
               0.805               0.616           -0.444098
               0.806               0.616           -0.444057
               0.807               0.616           -0.443967
               0.808               0.616           -0.443841
               0.809               0.616           -0.443762
                 0.8              0.6165           -0.443868
               0.801              0.6165           -0.443866
               0.802              0.6165           -0.443991
               0.803              0.6165           -0.444076
               0.804              0.6165           -0.444004
               0.805              0.6165           -0.444061
               0.806              0.6165           -0.444071
               0.807              0.6165           -0.443851
               0.808              0.6165           -0.443947
               0.809              0.6165           -0.444207
                 0.8               0.617           -0.444095
               0.801               0.617           -0.443989
               0.802               0.617           -0.443689
               0.803               0.617           -0.443858
               0.804               0.617           -0.444194
               0.805               0.617            -0.44396
               0.806               0.617           -0.443636
               0.807               0.617           -0.443634
               0.808               0.617           -0.443694
               0.809               0.617           -0.443795
                 0.8              0.6175           -0.443718
               0.801              0.6175           -0.443924
               0.802              0.6175           -0.444044
               0.803              0.6175           -0.444025
               0.804              0.6175           -0.444069
               0.805              0.6175           -0.444105
               0.806              0.6175           -0.443858
               0.807              0.6175           -0.443772
               0.808              0.6175           -0.443841
               0.809              0.6175           -0.443857
                 0.8               0.618           -0.444122
               0.801               0.618           -0.444004
               0.802               0.618            -0.44415
               0.803               0.618           -0.444013
               0.804               0.618           -0.443964
               0.805               0.618           -0.443999
               0.806               0.618           -0.443665
               0.807               0.618           -0.443855
               0.808               0.618           -0.443965
               0.809               0.618           -0.443819
                 0.8              0.6185           -0.444007
               0.801              0.6185           -0.443957
               0.802              0.6185           -0.444065
               0.803              0.6185           -0.443829
               0.804              0.6185           -0.443783
               0.805              0.6185           -0.443835
               0.806              0.6185           -0.443704
               0.807              0.6185           -0.443781
               0.808              0.6185           -0.443702
               0.809              0.6185           -0.443672
                 0.8               0.619           -0.443885
               0.801               0.619           -0.443933
               0.802               0.619           -0.444064
               0.803               0.619           -0.443959
               0.804               0.619           -0.443924
               0.805               0.619           -0.443735
               0.806               0.619           -0.444059
               0.807               0.619           -0.443654
               0.808               0.619           -0.443785
               0.809               0.619           -0.443822
                 0.8              0.6195           -0.443975
               0.801              0.6195           -0.444113
               0.802              0.6195           -0.444064
               0.803              0.6195           -0.444064
               0.804              0.6195            -0.44394
               0.805              0.6195            -0.44406
               0.806              0.6195           -0.443943
               0.807              0.6195           -0.443717
               0.808              0.6195           -0.443792
               0.809              0.6195            -0.44378
