                0.79                 0.6           -0.444592
              0.7903                 0.6           -0.442917
              0.7906                 0.6           -0.442862
              0.7909                 0.6            -0.44391
              0.7912                 0.6           -0.443382
              0.7915                 0.6           -0.443264
              0.7918                 0.6           -0.444847
              0.7921                 0.6           -0.441349
              0.7924                 0.6           -0.443957
              0.7927                 0.6           -0.439261
               0.793                 0.6           -0.441823
              0.7933                 0.6           -0.440688
              0.7936                 0.6           -0.441295
              0.7939                 0.6           -0.440646
              0.7942                 0.6           -0.439866
              0.7945                 0.6           -0.444107
              0.7948                 0.6           -0.442576
              0.7951                 0.6           -0.442545
              0.7954                 0.6             -0.4434
              0.7957                 0.6           -0.442737
               0.796                 0.6           -0.444141
              0.7963                 0.6           -0.443999
              0.7966                 0.6            -0.44129
              0.7969                 0.6           -0.444687
              0.7972                 0.6           -0.445429
              0.7975                 0.6           -0.441704
              0.7978                 0.6           -0.443111
              0.7981                 0.6           -0.442805
              0.7984                 0.6           -0.443162
              0.7987                 0.6           -0.444762
               0.799                 0.6           -0.443705
              0.7993                 0.6           -0.444775
              0.7996                 0.6           -0.443594
              0.7999                 0.6           -0.443291
              0.8002                 0.6           -0.445132
              0.8005                 0.6           -0.446468
              0.8008                 0.6           -0.443629
              0.8011                 0.6           -0.444934
              0.8014                 0.6           -0.444246
              0.8017                 0.6           -0.444954
               0.802                 0.6           -0.445538
              0.8023                 0.6           -0.444445
              0.8026                 0.6           -0.443125
              0.8029                 0.6            -0.44369
              0.8032                 0.6           -0.440617
              0.8035                 0.6           -0.441768
              0.8038                 0.6           -0.442253
              0.8041                 0.6           -0.442982
              0.8044                 0.6           -0.442491
              0.8047                 0.6            -0.44183
               0.805                 0.6           -0.440865
              0.8053                 0.6           -0.444247
              0.8056                 0.6           -0.441817
              0.8059                 0.6           -0.443044
              0.8062                 0.6           -0.444376
              0.8065                 0.6           -0.443301
              0.8068                 0.6           -0.445077
              0.8071                 0.6           -0.443895
              0.8074                 0.6           -0.442689
              0.8077                 0.6           -0.444569
               0.808                 0.6           -0.443841
              0.8083                 0.6           -0.444481
              0.8086                 0.6           -0.443599
              0.8089                 0.6            -0.44233
              0.8092                 0.6           -0.444552
              0.8095                 0.6           -0.443701
              0.8098                 0.6           -0.441958
              0.8101                 0.6           -0.441955
              0.8104                 0.6           -0.441496
              0.8107                 0.6           -0.441097
               0.811                 0.6           -0.439778
              0.8113                 0.6           -0.440467
              0.8116                 0.6           -0.443634
              0.8119                 0.6           -0.444261
              0.8122                 0.6           -0.443223
              0.8125                 0.6           -0.445725
              0.8128                 0.6           -0.443507
              0.8131                 0.6           -0.441612
              0.8134                 0.6            -0.44405
              0.8137                 0.6           -0.441343
               0.814                 0.6           -0.440886
              0.8143                 0.6           -0.442117
              0.8146                 0.6           -0.442906
              0.8149                 0.6            -0.44065
              0.8152                 0.6           -0.442937
              0.8155                 0.6           -0.441807
              0.8158                 0.6           -0.439567
              0.8161                 0.6           -0.440525
              0.8164                 0.6           -0.440215
              0.8167                 0.6            -0.44143
               0.817                 0.6           -0.441086
              0.8173                 0.6            -0.44194
              0.8176                 0.6           -0.441538
              0.8179                 0.6            -0.44076
              0.8182                 0.6           -0.440416
              0.8185                 0.6           -0.441573
              0.8188                 0.6           -0.440757
              0.8191                 0.6           -0.439642
              0.8194                 0.6           -0.440484
              0.8197                 0.6           -0.437399
                0.79              0.6003           -0.443007
              0.7903              0.6003           -0.444963
              0.7906              0.6003           -0.442007
              0.7909              0.6003           -0.445407
              0.7912              0.6003           -0.444819
              0.7915              0.6003           -0.442977
              0.7918              0.6003           -0.441499
              0.7921              0.6003           -0.442131
              0.7924              0.6003           -0.443689
              0.7927              0.6003           -0.441326
               0.793              0.6003           -0.442008
              0.7933              0.6003           -0.441887
              0.7936              0.6003           -0.441602
              0.7939              0.6003           -0.440171
              0.7942              0.6003           -0.440086
              0.7945              0.6003           -0.443816
              0.7948              0.6003           -0.442155
              0.7951              0.6003           -0.442284
              0.7954              0.6003           -0.442427
              0.7957              0.6003           -0.443007
               0.796              0.6003           -0.443204
              0.7963              0.6003           -0.442701
              0.7966              0.6003           -0.443247
              0.7969              0.6003           -0.444011
              0.7972              0.6003           -0.442724
              0.7975              0.6003           -0.443341
              0.7978              0.6003           -0.443159
              0.7981              0.6003           -0.444908
              0.7984              0.6003           -0.443239
              0.7987              0.6003            -0.44548
               0.799              0.6003           -0.442818
              0.7993              0.6003           -0.443527
              0.7996              0.6003           -0.444357
              0.7999              0.6003           -0.445469
              0.8002              0.6003           -0.442627
              0.8005              0.6003           -0.443838
              0.8008              0.6003            -0.44382
              0.8011              0.6003            -0.44345
              0.8014              0.6003           -0.444491
              0.8017              0.6003           -0.441665
               0.802              0.6003            -0.44498
              0.8023              0.6003           -0.444467
              0.8026              0.6003           -0.445371
              0.8029              0.6003           -0.445982
              0.8032              0.6003           -0.441802
              0.8035              0.6003           -0.441707
              0.8038              0.6003           -0.441668
              0.8041              0.6003           -0.442844
              0.8044              0.6003           -0.439815
