           1     5.76396     5.76396           0
           2     5.39802     5.58099     0.18297
           3     5.96516     5.70905    0.166006
           4     5.27378     5.60023    0.160062
           5     5.42176     5.56454     0.12902
           6      5.6878     5.58508    0.107329
           7      5.7741     5.61208   0.0946431
           8     5.51802     5.60032   0.0828024
           9      5.2844     5.56522   0.0810237
          10     5.24754     5.53345    0.079127
          11     5.29554     5.51183   0.0747696
          12     5.51984     5.51249   0.0682583
          13     6.34162     5.57627   0.0894995
          14      5.7344     5.58757   0.0836267
          15     4.87268     5.53991   0.0912817
          16     5.84166     5.55877   0.0874442
          17     5.58884     5.56054   0.0821586
          18     5.64024     5.56496   0.0775863
          19     5.15658     5.54347   0.0764721
          20     5.69432     5.55101   0.0729388
