           1     2.31628     2.31628           0
           2     2.04266     2.17947     0.13681
           3     1.95626     2.10507    0.108512
           4     2.16292     2.11953   0.0780808
           5     2.25394     2.14641   0.0661862
           6      2.2738     2.16764   0.0580618
           7     2.21382     2.17424   0.0495126
           8     2.26344     2.18539   0.0443052
           9     2.06016     2.17148   0.0414771
          10     2.20822     2.17515   0.0372798
          11     2.18928     2.17643   0.0337453
          12     2.49378     2.20288   0.0405994
          13     2.23566      2.2054   0.0374311
          14     2.13594     2.20044   0.0350078
          15      2.3861     2.21282   0.0348617
          16       2.354     2.22164   0.0337829
          17      2.1529      2.2176   0.0319901
          18     2.22292     2.21789    0.030162
          19     2.21526     2.21775   0.0285307
          20     2.16316     2.21503   0.0272039
