           1     1.55058     1.55058           0
           2     1.40182      1.4762     0.07438
           3     1.38666     1.44635   0.0522968
           4     1.52862     1.46692   0.0423139
           5     1.77412     1.52836   0.0696359
           6     1.54308     1.53081   0.0569103
           7     1.54166     1.53236    0.048123
           8     1.59134     1.53974   0.0423227
           9     1.49392     1.53464   0.0376707
          10       1.751     1.55628    0.040042
          11     1.32704     1.53544   0.0417869
          12     1.55548     1.53711   0.0381826
          13     1.60306     1.54218   0.0354874
          14      1.4824     1.53791   0.0331313
          15     1.63364     1.54429   0.0314968
          16     1.51636     1.54255   0.0295143
          17     1.53488      1.5421   0.0277275
          18     1.51192     1.54042   0.0261954
          19     1.45318     1.53583   0.0252003
          20     1.36176     1.52713   0.0254421
