           1     2.00508     2.00508           0
           2     1.95356     1.97932     0.02576
           3     1.91988     1.95951   0.0247742
           4     1.80962     1.92203   0.0413643
           5      1.9759     1.93281   0.0338033
           6     1.87376     1.92297   0.0293023
           7     1.80538     1.90617   0.0299246
           8     2.03204      1.9219   0.0303178
           9     1.85466     1.91443    0.027762
          10       1.804     1.90339    0.027176
          11     1.93676     1.90642   0.0247681
          12     2.13552     1.92551   0.0295923
          13     1.94922     1.92734   0.0272819
          14     1.99738     1.93234   0.0257489
          15     1.89588     1.92991   0.0240938
          16     1.97352     1.93263   0.0227019
          17      2.0006     1.93663   0.0216963
          18       1.898     1.93449   0.0205677
          19     1.84166      1.9296   0.0200592
          20     2.16594     1.94142   0.0224003
