           1     2.92656     2.92656           0
           2      2.9021     2.91433     0.01223
           3     2.89454     2.90773    0.009663
           4     2.92152     2.91118  0.00765286
           5     2.94914     2.91877  0.00963215
           6     2.71458     2.88474   0.0349289
           7     2.78762     2.87087   0.0326182
           8     2.91278     2.87611   0.0287299
           9     3.01162     2.89116   0.0294738
          10     3.16032     2.91808   0.0376752
          11      3.1277     2.93713   0.0390448
          12     3.06784     2.94803     0.03727
          13     2.77882     2.93501   0.0366711
          14     3.01756     2.94091    0.034459
          15     2.84848     2.93475    0.032666
          16      2.9215     2.93392   0.0305675
          17     2.91994      2.9331   0.0287249
          18     3.07412     2.94093   0.0281926
          19     2.72494     2.92956   0.0289894
          20     2.96626      2.9314   0.0275629
