           1     6.96334     6.96334           0
           2     7.09736     7.03035     0.06701
           3     7.37694     7.14588    0.121836
           4     7.49158     7.23231     0.12203
           5      7.3177     7.24938   0.0960544
           6     6.90808      7.1925   0.0968853
           7     7.15302     7.18686    0.082077
           8     6.99192     7.16249   0.0751415
           9     7.31038     7.17892   0.0682755
          10     7.13658     7.17469   0.0612141
          11      8.3515     7.28167    0.120462
          12      7.7253     7.31864    0.116014
          13      7.4236     7.32672    0.107023
          14     7.23462     7.32014   0.0993019
          15     6.84134     7.28822   0.0978006
          16     7.79102     7.31964    0.096731
          17     7.59774       7.336   0.0923238
          18     7.52732     7.34663   0.0876902
          19     6.79828     7.31777   0.0878241
          20     7.84436      7.3441   0.0873785
