           1     15.0032     15.0032           0
           2     13.5359     14.2696     0.73367
           3     13.3404     13.9598     0.52474
           4     15.0489     14.2321    0.460215
           5     14.4085     14.2674    0.358223
           6      13.427     14.1273    0.324294
           7     15.1031     14.2667    0.307492
           8     16.0618     14.4911    0.348224
           9     13.1766      14.345    0.340068
          10     14.5335     14.3639    0.304749
          11      14.882      14.411    0.279652
          12      14.506     14.4189    0.255409
          13     15.3055     14.4871    0.244639
          14     14.3209     14.4752    0.226803
          15     14.3075     14.4641    0.211438
          16     14.5535     14.4696    0.197861
          17     15.6964     14.5418    0.199375
          18     15.0394     14.5695    0.189995
          19     14.3387     14.5573    0.180127
          20     15.6982     14.6143    0.180153
