           1     1.87374     1.87374           0
           2     1.76336     1.81855     0.05519
           3     1.64174     1.75961   0.0669988
           4     1.74882     1.75692   0.0474521
           5      1.6599     1.73751   0.0415632
           6     1.78344     1.74517   0.0347888
           7     1.64264     1.73052   0.0328481
           8     1.76646     1.73501   0.0287998
           9     1.79516      1.7417   0.0262636
          10      1.5618     1.72371   0.0295879
          11     1.62792       1.715   0.0281442
          12     1.63978     1.70873   0.0264456
          13       1.734     1.71067    0.024404
          14     1.54572     1.69889   0.0254814
          15     1.86338     1.70986   0.0261339
          16     1.64272     1.70566   0.0248035
          17       1.713     1.70609   0.0233028
          18      1.6992     1.70571   0.0219735
          19     1.79528     1.71042   0.0213127
          20      1.6287     1.70634   0.0206278
