           1     23.9798     23.9798           0
           2     22.1404     23.0601     0.91972
           3     20.7444     22.2882    0.936905
           4     22.2816     22.2866    0.662494
           5     22.3345     22.2961    0.513255
           6     21.1916      22.112    0.457722
           7      21.485     22.0225     0.39708
           8     24.3996     22.3196    0.454471
           9     22.1213     22.2976    0.401411
          10     21.2845     22.1963    0.373053
          11     24.0817     22.3677    0.378475
          12     22.5629     22.3839    0.345881
          13      23.074      22.437    0.322562
          14     21.9107     22.3994    0.300991
          15      22.702     22.4196    0.280932
          16     22.6221     22.4322    0.263093
          17      21.706     22.3895    0.250798
          18     21.7532     22.3542    0.239083
          19     22.8805     22.3819     0.22784
          20      23.499     22.4377    0.223248
