           1     1.37946     1.37946           0
           2     1.46736     1.42341     0.04395
           3     1.31304     1.38662    0.044692
           4      1.4476     1.40186    0.035087
           5     1.30498     1.38249   0.0333785
           6      1.3601     1.37876   0.0275077
           7     1.36186     1.37634   0.0233732
           8     1.40134     1.37947   0.0204816
           9     1.37592     1.37907   0.0180673
          10     1.34482     1.37565   0.0165189
          11      1.2583     1.36498   0.0183594
          12     1.38428     1.36659   0.0168368
          13     1.37364     1.36713   0.0154971
          14     1.32168     1.36388   0.0147102
          15     1.50746     1.37346    0.016708
          16     1.45616     1.37863   0.0164615
          17     1.27022     1.37225   0.0167261
          18     1.41482     1.37461   0.0159459
          19     1.40714     1.37633   0.0151802
          20     1.29938     1.37248   0.0149062
