           1     9.91062     9.91062           0
           2      9.8059     9.85826     0.05236
           3     10.3041     10.0069     0.15165
           4     10.1427     10.0408    0.112478
           5     9.69014     9.97068    0.111847
           6     10.2696     10.0205    0.104027
           7     9.93352     10.0081   0.0887922
           8     10.2383     10.0368   0.0821051
           9     9.47898     9.97486   0.0953174
          10     9.85454     9.96283   0.0860994
          11     10.7081     10.0306    0.103228
          12     10.1809     10.0431   0.0950632
          13     10.1979      10.055   0.0882521
          14     10.3728     10.0777   0.0847999
          15     9.45696     10.0363   0.0891339
          16     10.1146     10.0412   0.0835205
          17     9.55548     10.0127   0.0834952
          18     9.90064     10.0064   0.0789656
          19     9.46548     9.97796   0.0799362
          20     11.0373     10.0309   0.0925004
