           1     4.14962     4.14962           0
           2     4.11292     4.13127     0.01835
           3     4.38368     4.21541   0.0848011
           4      4.1275     4.19343   0.0638638
           5     4.56162     4.26707   0.0887114
           6     4.48698     4.30372   0.0811778
           7      4.4553     4.32537    0.071944
           8     4.37946     4.33214    0.062671
           9     4.28198     4.32656   0.0555509
          10     4.18564     4.31247    0.051646
          11     4.24196     4.30606   0.0471533
          12     4.67876     4.33712     0.05308
          13     4.79526     4.37236   0.0602163
          14     4.23202     4.36234   0.0566435
          15     4.29924     4.35813   0.0528997
          16       4.745     4.38231   0.0550747
          17     4.47342     4.38767   0.0520106
          18     4.55766     4.39711   0.0499372
          19      4.2313     4.38839   0.0480353
          20     4.46708     4.39232   0.0457398
